Time,City_Name,Healthy,Zombies,Dead,Civil,Military,Medics
1683570872.9417725,Gulans Town,230,141,12,214,8,8
1683570872.9577696,Zeidel Borough,189,158,58,176,7,6
1683570873.0047581,Nogales Village,217,121,61,204,9,4
1683570873.0207589,Mackers City,188,354,39,171,14,3
1683570873.0217607,Albono Hills,42,135,5,39,2,1
1683570873.0522459,Gulans Town,225,146,12,209,8,8
1683570873.0673594,Zeidel Borough,188,159,58,175,7,6
1683570873.1138475,Nogales Village,213,125,61,200,9,4
1683570873.144944,Albono Hills,42,135,5,39,2,1
1683570873.144944,Mackers City,182,360,39,165,14,3
1683570873.1763897,Gulans Town,225,146,12,209,8,8
1683570873.1923895,Zeidel Borough,187,160,58,174,7,6
1683570873.2244723,Nogales Village,208,130,61,195,9,4
1683570873.2541065,Albono Hills,41,136,5,38,2,1
1683570873.2702308,Mackers City,176,366,39,160,13,3
1683570873.2858324,Gulans Town,222,149,12,206,8,8
1683570873.3180208,Zeidel Borough,183,164,58,170,7,6
1683570873.3463206,Nogales Village,204,134,61,191,9,4
1683570873.3633442,Albono Hills,39,138,5,36,2,1
1683570873.3823211,Mackers City,175,356,50,159,13,3
1683570873.4104676,Gulans Town,222,148,13,206,8,8
1683570873.4410043,Zeidel Borough,181,146,78,168,7,6
1683570873.4570143,Nogales Village,204,133,62,191,9,4
1683570873.4881616,Albono Hills,37,140,5,34,2,1
1683570873.5023057,Mackers City,169,348,64,153,13,3
1683570873.533951,Gulans Town,220,150,13,205,8,7
1683570873.5496845,Zeidel Borough,179,148,78,166,7,6
1683570873.5817094,Nogales Village,199,138,62,186,9,4
1683570873.6117067,Albono Hills,33,144,5,30,2,1
1683570873.628689,Mackers City,164,353,64,150,11,3
1683570873.6577022,Gulans Town,218,152,13,203,8,7
1683570873.6728766,Zeidel Borough,175,152,78,162,7,6
1683570873.7044485,Nogales Village,198,139,62,185,9,4
1683570873.7356007,Albono Hills,31,146,5,28,2,1
1683570873.7508013,Mackers City,161,356,64,148,11,2
1683570873.7667925,Gulans Town,217,153,13,202,8,7
1683570873.7971063,Zeidel Borough,172,155,78,159,7,6
1683570873.828193,Nogales Village,191,146,62,179,8,4
1683570873.8589952,Albono Hills,27,150,5,25,1,1
1683570873.8750715,Mackers City,155,362,64,143,10,2
1683570873.890136,Gulans Town,214,156,13,199,8,7
1683570873.9051993,Zeidel Borough,170,157,78,157,7,6
1683570873.937506,Nogales Village,187,150,62,176,7,4
1683570873.9696395,Albono Hills,25,152,5,23,1,1
1683570873.986616,Mackers City,149,368,64,137,10,2
1683570874.0016537,Gulans Town,212,158,13,197,8,7
1683570874.0166225,Zeidel Borough,168,159,78,155,7,6
1683570874.0476415,Nogales Village,184,153,62,173,7,4
1683570874.0789785,Albono Hills,25,152,5,23,1,1
1683570874.110059,Mackers City,140,377,64,131,7,2
1683570874.125435,Gulans Town,207,163,13,193,7,7
1683570874.1403928,Zeidel Borough,164,163,78,152,7,5
1683570874.1715324,Nogales Village,179,158,62,169,7,3
1683570874.2016816,Albono Hills,21,156,5,19,1,1
1683570874.2337244,Mackers City,131,386,64,123,6,2
1683570874.2507193,Gulans Town,206,164,13,192,7,7
1683570874.2552953,Zeidel Borough,157,170,78,145,7,5
1683570874.2813213,Nogales Village,173,164,62,163,7,3
1683570874.3123543,Albono Hills,21,156,5,19,1,1
1683570874.3446333,Mackers City,123,394,64,115,6,2
1683570874.3597326,Gulans Town,202,168,13,188,7,7
1683570874.3745015,Zeidel Borough,158,169,78,146,7,5
1683570874.405546,Nogales Village,168,169,62,158,7,3
1683570874.4225516,Albono Hills,21,156,5,19,1,1
1683570874.46855,Mackers City,127,390,64,118,6,3
1683570874.4835618,Zeidel Borough,161,166,78,151,5,5
1683570874.4845731,Gulans Town,201,169,13,187,7,7
1683570874.516014,Nogales Village,164,173,62,154,7,3
1683570874.5307136,Albono Hills,18,159,5,16,1,1
1683570874.57767,Mackers City,123,394,64,114,6,3
1683570874.5937302,Zeidel Borough,161,166,78,151,5,5
1683570874.6107209,Gulans Town,200,170,13,186,7,7
1683570874.6407125,Nogales Village,159,178,62,149,7,3
1683570874.6407125,Albono Hills,15,162,5,13,1,1
1683570874.7007337,Mackers City,118,399,64,109,6,3
1683570874.7158284,Zeidel Borough,153,174,78,143,5,5
1683570874.7318404,Gulans Town,197,173,13,183,7,7
1683570874.7612042,Albono Hills,12,165,5,10,1,1
1683570874.7621958,Nogales Village,157,180,62,147,7,3
1683570874.8095763,Mackers City,113,404,64,104,6,3
1683570874.8255782,Zeidel Borough,150,177,78,140,5,5
1683570874.842577,Gulans Town,195,175,13,182,7,6
1683570874.8730543,Nogales Village,151,186,62,141,7,3
1683570874.8730543,Albono Hills,4,173,5,4,0,0
1683570874.9193692,Mackers City,106,411,64,97,6,3
1683570874.9348736,Zeidel Borough,146,181,78,137,5,4
1683570874.9509785,Gulans Town,193,177,13,180,7,6
1683570874.981178,Nogales Village,147,190,62,137,7,3
1683570874.9981735,Albono Hills,2,175,5,2,0,0
1683570875.0291867,Mackers City,99,418,64,90,6,3
1683570875.0441792,Zeidel Borough,145,182,78,136,5,4
1683570875.060197,Gulans Town,192,178,13,180,7,5
1683570875.09118,Nogales Village,140,197,62,130,7,3
1683570875.1525474,Mackers City,86,431,64,80,5,1
1683570875.1675596,Zeidel Borough,144,183,78,135,5,4
1683570875.1836634,Gulans Town,191,179,13,179,7,5
1683570875.2159555,Nogales Village,136,201,62,127,6,3
1683570875.2623656,Mackers City,80,437,64,74,5,1
1683570875.2773561,Zeidel Borough,143,184,78,134,5,4
1683570875.2923617,Gulans Town,188,182,13,177,6,5
1683570875.3397303,Nogales Village,133,204,62,124,6,3
1683570875.3712242,Mackers City,74,443,64,69,4,1
1683570875.3864298,Zeidel Borough,142,185,78,132,5,5
1683570875.4024768,Gulans Town,191,179,13,180,6,5
1683570875.450738,Nogales Village,135,202,62,128,4,3
1683570875.482738,Mackers City,67,450,64,62,4,1
1683570875.498836,Zeidel Borough,133,194,78,123,5,5
1683570875.5138311,Gulans Town,191,179,13,180,6,5
1683570875.559263,Nogales Village,133,204,62,126,4,3
1683570875.6065378,Zeidel Borough,130,197,78,120,5,5
1683570875.6110568,Mackers City,60,457,64,56,3,1
1683570875.6220317,Gulans Town,189,181,13,178,6,5
1683570875.6684794,Nogales Village,126,211,62,119,4,3
1683570875.729884,Zeidel Borough,125,202,78,115,5,5
1683570875.7308872,Mackers City,53,464,64,49,3,1
1683570875.7458842,Gulans Town,189,181,13,178,6,5
1683570875.7779887,Nogales Village,120,217,62,114,3,3
1683570875.8534172,Zeidel Borough,122,205,78,112,5,5
1683570875.8582442,Mackers City,44,473,64,40,3,1
1683570875.870258,Gulans Town,187,183,13,176,6,5
1683570875.9012444,Nogales Village,117,220,62,112,2,3
1683570875.965252,Zeidel Borough,114,213,78,104,5,5
1683570875.9802377,Mackers City,35,482,64,31,3,1
1683570875.9802377,Gulans Town,184,186,13,173,6,5
1683570876.0263164,Nogales Village,113,224,62,109,2,2
1683570876.0882692,Zeidel Borough,111,216,78,102,4,5
1683570876.1052518,Gulans Town,183,187,13,172,6,5
1683570876.1052518,Mackers City,26,491,64,23,2,1
1683570876.1363125,Nogales Village,108,229,62,105,1,2
1683570876.1975346,Zeidel Borough,104,223,78,95,4,5
1683570876.2288666,Mackers City,16,501,64,15,1,0
1683570876.2288666,Gulans Town,181,189,13,170,6,5
1683570876.2589858,Nogales Village,105,232,62,102,1,2
1683570876.3062315,Zeidel Borough,98,229,78,90,4,4
1683570876.3382986,Mackers City,8,509,64,7,1,0
1683570876.3539326,Gulans Town,180,190,13,169,6,5
1683570876.367959,Nogales Village,102,235,62,99,1,2
1683570876.4293354,Zeidel Borough,104,223,78,95,5,4
1683570876.4758172,Gulans Town,175,195,13,165,5,5
1683570876.4908752,Nogales Village,94,243,62,91,1,2
1683570876.5400639,Zeidel Borough,104,223,78,95,5,4
1683570876.5861309,Gulans Town,174,196,13,164,5,5
1683570876.6023138,Nogales Village,90,247,62,87,1,2
1683570876.662901,Zeidel Borough,100,227,78,91,5,4
1683570876.6949944,Gulans Town,173,197,13,163,5,5
1683570876.7270901,Nogales Village,87,250,62,84,1,2
1683570876.774091,Zeidel Borough,96,231,78,87,5,4
1683570876.8051054,Gulans Town,173,197,13,163,5,5
1683570876.8510962,Nogales Village,84,253,62,81,1,2
1683570876.8980772,Zeidel Borough,92,235,78,83,5,4
1683570876.914085,Gulans Town,169,201,13,160,4,5
1683570876.9610965,Nogales Village,82,255,62,79,1,2
1683570877.006083,Zeidel Borough,87,240,78,78,5,4
1683570877.0220895,Gulans Town,166,204,13,157,4,5
1683570877.0846462,Nogales Village,75,262,62,73,1,1
1683570877.1158595,Zeidel Borough,80,247,78,71,5,4
1683570877.1319163,Gulans Town,163,207,13,154,4,5
1683570877.194989,Nogales Village,71,266,62,69,1,1
1683570877.2252502,Zeidel Borough,79,248,78,71,4,4
1683570877.2422495,Gulans Town,162,208,13,153,4,5
1683570877.304529,Nogales Village,64,273,62,62,1,1
1683570877.3348813,Zeidel Borough,73,254,78,66,4,3
1683570877.3663578,Gulans Town,163,207,13,154,4,5
1683570877.428907,Nogales Village,65,272,62,63,1,1
1683570877.4442108,Zeidel Borough,71,256,78,65,3,3
1683570877.4755223,Gulans Town,167,203,13,158,4,5
1683570877.550439,Nogales Village,63,274,62,61,1,1
1683570877.5674524,Zeidel Borough,68,259,78,62,3,3
1683570877.5836508,Gulans Town,165,205,13,156,4,5
1683570877.6603012,Nogales Village,61,276,62,59,1,1
1683570877.689444,Zeidel Borough,63,264,78,57,3,3
1683570877.7062347,Gulans Town,162,208,13,153,4,5
1683570877.7838056,Nogales Village,57,280,62,55,1,1
1683570877.8008282,Zeidel Borough,62,265,78,57,3,2
1683570877.816833,Gulans Town,157,213,13,148,4,5
1683570877.895376,Nogales Village,54,283,62,52,1,1
1683570877.9110754,Zeidel Borough,61,266,78,56,3,2
1683570877.9261854,Gulans Town,151,219,13,143,3,5
1683570878.0042179,Nogales Village,45,292,62,43,1,1
1683570878.0352309,Gulans Town,148,222,13,140,3,5
1683570878.036229,Zeidel Borough,53,274,78,48,3,2
1683570878.1139262,Nogales Village,44,293,62,42,1,1
1683570878.1461308,Gulans Town,148,222,13,140,3,5
1683570878.1608756,Zeidel Borough,47,280,78,43,3,1
1683570878.2370708,Nogales Village,43,294,62,41,1,1
1683570878.269049,Gulans Town,144,226,13,136,3,5
1683570878.2840598,Zeidel Borough,45,282,78,41,3,1
1683570878.3462822,Nogales Village,38,299,62,36,1,1
1683570878.3794427,Gulans Town,141,226,16,133,3,5
1683570878.3951583,Zeidel Borough,46,281,78,43,2,1
1683570878.4562333,Nogales Village,34,286,79,32,1,1
1683570878.502812,Gulans Town,135,223,25,127,3,5
1683570878.5171916,Zeidel Borough,44,283,78,40,3,1
1683570878.5796938,Nogales Village,29,291,79,28,0,1
1683570878.625849,Zeidel Borough,42,285,78,38,3,1
1683570878.625849,Gulans Town,130,228,25,122,3,5
1683570878.6889274,Nogales Village,27,293,79,26,0,1
1683570878.7366626,Zeidel Borough,36,291,78,33,2,1
1683570878.7366626,Gulans Town,127,231,25,119,3,5
1683570878.798736,Nogales Village,23,297,79,22,0,1
1683570878.8600237,Gulans Town,122,236,25,114,3,5
1683570878.861022,Zeidel Borough,31,296,78,28,2,1
1683570878.9216127,Nogales Village,20,300,79,19,0,1
1683570878.9840608,Zeidel Borough,23,304,78,21,1,1
1683570878.9850633,Gulans Town,118,240,25,111,3,4
1683570879.0320635,Nogales Village,19,301,79,18,0,1
1683570879.09506,Zeidel Borough,19,308,78,17,1,1
1683570879.1110597,Gulans Town,116,242,25,109,3,4
1683570879.1410635,Nogales Village,16,304,79,15,0,1
1683570879.2200599,Gulans Town,112,246,25,105,3,4
1683570879.2210624,Zeidel Borough,16,311,78,14,1,1
1683570879.2520652,Nogales Village,7,313,79,7,0,0
1683570879.3440578,Gulans Town,106,252,25,101,2,3
1683570879.3450623,Zeidel Borough,14,313,78,13,1,0
1683570879.3740604,Nogales Village,1,319,79,1,0,0
1683570879.452159,Gulans Town,109,249,25,102,4,3
1683570879.46814,Zeidel Borough,10,317,78,9,1,0
1683570879.4851375,Nogales Village,4,316,79,4,0,0
1683570879.5620496,Gulans Town,105,253,25,99,3,3
1683570879.5781405,Zeidel Borough,10,317,78,9,1,0
1683570879.59311,Nogales Village,2,318,79,2,0,0
1683570879.6713047,Gulans Town,101,257,25,95,3,3
1683570879.6883178,Zeidel Borough,3,324,78,3,0,0
1683570879.7794378,Gulans Town,95,263,25,89,3,3
1683570879.889661,Gulans Town,91,267,25,86,2,3
1683570880.014448,Gulans Town,86,272,25,81,2,3
1683570880.1250913,Gulans Town,83,275,25,78,2,3
1683570880.2487776,Gulans Town,76,282,25,72,2,2
1683570880.357988,Gulans Town,71,287,25,68,2,1
1683570880.4815903,Gulans Town,68,290,25,66,1,1
1683570880.5922036,Gulans Town,64,294,25,62,1,1
1683570880.700803,Gulans Town,59,299,25,57,1,1
1683570880.810942,Gulans Town,54,304,25,53,1,0
1683570880.9178872,Gulans Town,47,311,25,46,1,0
1683570881.027915,Gulans Town,46,312,25,45,1,0
1683570881.1509995,Gulans Town,38,320,25,37,1,0
1683570881.2603188,Gulans Town,35,323,25,34,1,0
1683570881.3718746,Gulans Town,33,325,25,32,1,0
1683570881.4942024,Gulans Town,35,323,25,34,1,0
1683570881.6037066,Gulans Town,29,329,25,28,1,0
1683570881.7139146,Gulans Town,24,334,25,23,1,0
1683570881.837895,Gulans Town,18,340,25,17,1,0
1683570881.9621236,Gulans Town,10,348,25,9,1,0
